Department,Discipline,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,TotalCount
,,COUNS  20,1734,MACIAS LIMON C C,9.0,7.0,1.0,3.0,10.0,,,,,,3.0,33
,,,1735,MACIAS LIMON C C,11.0,4.0,5.0,4.0,1.0,,,,,,2.0,27
,,,1736,YAKHSZYAN H H,18.0,4.0,3.0,1.0,,,,,,,9.0,35
,,,1738,HICKEY E E,19.0,6.0,2.0,1.0,2.0,,,,,,5.0,35
,,,1740,COOPER D J,24.0,4.0,1.0,,1.0,,,,,,3.0,33
,,,1741,ROSS S A,14.0,3.0,4.0,2.0,7.0,,,,,,2.0,32
,,,1742,ROSILES C A,22.0,4.0,3.0,2.0,3.0,,,,,,,34
,,,1743,YAKHSZYAN H H,12.0,2.0,4.0,,2.0,,,,,,15.0,35
,,,1744,HACKETT C D,14.0,2.0,9.0,3.0,1.0,,,1.0,,,6.0,36
,,,1745,COOPER D J,17.0,8.0,3.0,1.0,1.0,,,,,,3.0,33
,,,1746,JACKSON A E,8.0,7.0,4.0,1.0,2.0,,,,,,3.0,25
,,,1747,MARTIN-TUNGPALA N,5.0,2.0,4.0,4.0,7.0,2.0,2.0,,,,5.0,31
,,,1748,COOPER D J,21.0,,1.0,1.0,2.0,,,,,,6.0,31
,,,1749,GONZALEZ AN,16.0,1.0,,3.0,5.0,,,,,,4.0,29
,,,1750,FELIX J,8.0,7.0,8.0,2.0,6.0,,,,,,,31
,,,1751,GALINDO O A,16.0,4.0,,1.0,4.0,,,,,,6.0,31
,,,1752,GALINDO O A,18.0,4.0,4.0,1.0,4.0,,,,,,2.0,33
,,,1753,GALINDO O A,16.0,4.0,2.0,1.0,2.0,,,,,,7.0,32
,,,1754,GALINDO O A,10.0,8.0,4.0,2.0,5.0,,,,,,4.0,33
,,,1755,NUNEZ-MASON R E,10.0,3.0,2.0,1.0,9.0,,,,,,8.0,33
,,,1756,TREJO A D,15.0,8.0,4.0,1.0,1.0,,,,,,6.0,35
,,,1758,FINLEY S F,16.0,3.0,3.0,,8.0,,,,,,3.0,33
,,,1761,TREJO A D,11.0,,6.0,1.0,1.0,,,,,,5.0,24
,,,1762,TILLEY ROSILYNN E,10.0,7.0,4.0,1.0,3.0,,,,,,8.0,33
,,,1765,FINLEY S F,10.0,3.0,3.0,1.0,11.0,1.0,,,,,4.0,33
,,,1768,BONILLA V,6.0,7.0,4.0,2.0,3.0,,,,,,2.0,24
,,,1769,VALLEJO O,6.0,7.0,8.0,2.0,3.0,,,,,,4.0,30
,,,1770,BONILLA V,13.0,4.0,5.0,2.0,1.0,,,,,,6.0,31
,,,1772,FELIX J,14.0,3.0,3.0,3.0,10.0,1.0,,,,,2.0,36
,,,1774,FELIX J,8.0,3.0,2.0,6.0,7.0,,,,,,5.0,31
,,,1775,BONILLA V,15.0,2.0,5.0,1.0,3.0,,,,,,7.0,33
,,,1776,BONILLA V,13.0,5.0,1.0,,1.0,,,,,,8.0,28
,,,1777,TILLEY ROSILYNN E,10.0,5.0,7.0,1.0,,,,,,,4.0,27
,,,1778,ROSILES C A,8.0,7.0,1.0,2.0,9.0,,,,,,1.0,28
,,,1779,TILLEY ROSILYNN E,8.0,4.0,5.0,,1.0,,,,,,9.0,27
,,,1781,FELIX J,15.0,7.0,4.0,1.0,4.0,,,,,,,31
,,,1782,VALENTINE D,7.0,1.0,3.0,1.0,6.0,,,1.0,,,8.0,27
,,,1783,VALENTINE D,4.0,3.0,1.0,1.0,6.0,1.0,,,,,7.0,23
,,,1784,VALENTINE D,12.0,1.0,1.0,2.0,3.0,,,,,,9.0,28
,,,1785,GONZALEZ B M,12.0,4.0,1.0,2.0,4.0,,,,,,2.0,25
,,,1786,FINLEY S F,13.0,2.0,3.0,1.0,7.0,,,,,,7.0,33
,,,3567,TREJO A D,15.0,5.0,1.0,,4.0,,,,,,6.0,31
,,COUNS  88B,3511,FELIX J,2.0,,,,,,,,,,,2
,,COUNS  90A,1804,GURROLA D M,,,,,,4.0,,,,,,4
,,COUNS  90B,1805,GURROLA D M,,,,,,4.0,,,,,,4
,,COUNS  90C,1806,GURROLA D M,,,,,,5.0,,,,,,5
,,COUNS  90D,1807,GURROLA D M,,,,,,4.0,,,,,,4
,,COUNS  906,7007,DANA M,,,,,,,,,,,,5
CSIS,CIS,CIS     1,1488,SCOTT JACQUELINE D,8.0,6.0,,3.0,2.0,,,,,,4.0,23
,,,1489,SCOTT JACQUELINE D,14.0,1.0,4.0,1.0,3.0,,,,,,3.0,26
,,,1491,SIMMONDS A R,21.0,6.0,,,,,,,,,4.0,31
,,,1492,SCOTT JACQUELINE D,10.0,9.0,1.0,1.0,4.0,,,,,,4.0,29
,,,1493,KAYZAKIAN Y,11.0,4.0,1.0,3.0,4.0,,1.0,,,,5.0,29
,,CIS     4,1495,JERRY G S,19.0,4.0,3.0,,4.0,,,,,,1.0,31
,,,1496,JERRY G S,21.0,3.0,1.0,,2.0,,1.0,,,,,28
,,,1497,JERRY G S,15.0,3.0,5.0,1.0,1.0,,,,,,7.0,32
,,,1498,JERRY G S,17.0,7.0,7.0,2.0,,,,,,,1.0,34
,,,1499,CANADA S A,27.0,1.0,1.0,,,,,,,,3.0,32
,,,1500,CANADA S A,24.0,2.0,,1.0,2.0,,,,,,1.0,30
,,,1501,CANADA S A,12.0,4.0,5.0,2.0,2.0,,,,,,2.0,27
,,,1502,ZIMMERMAN W L,4.0,5.0,4.0,1.0,6.0,,,,,,7.0,27
,,,1503,ZIMMERMAN W L,4.0,5.0,4.0,1.0,3.0,,,,,1.0,8.0,26
,,CIS     9A,1505,DARWICHE J,1.0,1.0,,,,,,,,,1.0,3
,,CIS     9B,1506,DARWICHE J,3.0,,,1.0,,,,,,,,4
,,CIS    30,1507,BOLANDHEMAT F,14.0,4.0,,,6.0,,,,,,3.0,27
,,,1508,BOLANDHEMAT F,6.0,8.0,,1.0,2.0,,,,,,7.0,24
,,CIS    30T,3503,BOLANDHEMAT F,10.0,4.0,1.0,,,,,,,,7.0,22
,,CIS    32,1511,EL-KHOURY N R,8.0,,,,,,,,,,2.0,10
,,CIS    35A,1512,VALDIVIA O,8.0,6.0,1.0,1.0,,,,,,,5.0,21
,,CIS    35B,1513,VALDIVIA O,4.0,4.0,1.0,1.0,1.0,,,,,,9.0,20
,,CIS    36M,1514,VALDIVIA O,9.0,2.0,1.0,,,,1.0,,,,7.0,20
,,CIS    37,1515,JERRY G S,13.0,3.0,1.0,2.0,1.0,,,,,,5.0,25
,,CIS    39,1516,JERRY G S,14.0,1.0,,,2.0,,,,,,5.0,22
,,CIS    40,1517,VALDIVIA O,6.0,,1.0,,2.0,,,,,,3.0,12
,,CIS    50,1518,EL-KHOURY N R,16.0,3.0,2.0,2.0,,,,,,,5.0,28
,,CIS    51,1519,BOLANDHEMAT F,13.0,2.0,2.0,1.0,1.0,,,,,,7.0,26
,,CIS    59A,1520,EL-KHOURY N R,9.0,1.0,1.0,,,,1.0,1.0,,,1.0,14
,,CIS    60A,1521,CLARK G B,12.0,4.0,,,,,,,,,9.0,25
,,CIS    60B,1522,CLARK G B,9.0,3.0,2.0,,1.0,,,,,,8.0,23
,,CIS    64,1523,VALDIVIA O,7.0,2.0,2.0,,,,,,,,2.0,13
,,CIS    67,1524,CLARK G B,11.0,3.0,3.0,,1.0,,,,,,3.0,21
,,CIS    70,1525,ROTHAUPT B L,4.0,1.0,,,,1.0,,,,,,6
,,,1526,ROTHAUPT B L,11.0,3.0,,,1.0,,,,,,,15
,,CIS    88A,1527,STAHL H A,,,,,1.0,,,,,,,1
,,CIS    902,7005,KAYZAKIAN Y,,,,,,2.0,,,,,2.0,4
,,CIS    903,7006,KAYZAKIAN Y,,,,,,,,,,,1.0,1
,CS,CS      3,1808,SUPAT W,7.0,12.0,8.0,1.0,6.0,,,,,,1.0,35
,,,1809,SUPAT W,12.0,10.0,7.0,2.0,6.0,,,,,,1.0,38
,,,1810,MARCHAND K A,13.0,9.0,5.0,,7.0,,,,,,6.0,40
,,,1811,HURLEY D P,16.0,9.0,2.0,,,1.0,,,,,6.0,34
,,,1812,HURLEY D P,19.0,8.0,3.0,,1.0,,,,,,7.0,38
,,,1813,RATTANASOOK H,7.0,5.0,3.0,3.0,3.0,,,,,,15.0,36
,,,1814,RATTANASOOK H,11.0,10.0,4.0,3.0,3.0,,,,,,4.0,35
,,,1815,SUPAT W,10.0,9.0,4.0,1.0,5.0,1.0,,,,,8.0,38
,,,1816,MORGAN D B,16.0,8.0,3.0,,7.0,,,,,,6.0,40
,,,1817,HOTSINPILLER S S,11.0,9.0,7.0,3.0,6.0,,,1.0,,,7.0,44
,,,1818,MARCHAND K A,15.0,2.0,3.0,3.0,8.0,,,,,,9.0,40
,,,3671,MARCHAND K A,17.0,2.0,7.0,3.0,3.0,1.0,,,,,6.0,39
,,CS      7,1819,SENO V T,21.0,4.0,1.0,1.0,4.0,,,,,,5.0,36
,,CS      9A,1820,DARWICHE J,6.0,2.0,2.0,1.0,1.0,,,,,,3.0,15
,,CS      9B,1821,DARWICHE J,1.0,5.0,1.0,,,,,,,,3.0,10
,,CS     15,1822,BOLANDHEMAT F,6.0,1.0,3.0,,1.0,2.0,,,,,5.0,18
,,,1823,HOTSINPILLER S S,3.0,5.0,,2.0,2.0,,1.0,,,,14.0,27
,,CS     17,1824,HAGHOO M,12.0,6.0,5.0,,3.0,,,,,,10.0,36
,,,1825,STAHL H A,14.0,7.0,2.0,1.0,3.0,,,1.0,,,9.0,37
,,,3539,STAHL H A,15.0,7.0,2.0,,4.0,,1.0,,,,8.0,37
,,CS     19,1827,BOLANDHEMAT F,11.0,6.0,4.0,1.0,1.0,,,,,,5.0,28
,,CS     20A,4056,NGUYEN L V,12.0,6.0,5.0,5.0,2.0,,1.0,,,,6.0,37
,,,4057,VIDAL S R,11.0,9.0,2.0,1.0,3.0,,,,,,12.0,38
,,,4058,NGUYEN L V,5.0,8.0,4.0,3.0,5.0,,,,,,13.0,38
,,CS     20B,4060,SU J C,6.0,5.0,2.0,1.0,2.0,,,,,,4.0,20
,,CS     30,4062,BISHOP M S,9.0,7.0,2.0,,3.0,,,,,,6.0,27
,,CS     34A,4063,BISHOP M S,15.0,4.0,1.0,3.0,4.0,,,,,,7.0,34
,,CS     40,1828,MORGAN D B,11.0,2.0,2.0,,3.0,,,,,,13.0,31
,,CS     42,1829,KURTZ K A,18.0,6.0,6.0,1.0,2.0,,,,,,10.0,43
,,,1830,KURTZ K A,10.0,6.0,4.0,5.0,1.0,1.0,,,,,14.0,41
,,,3526,KURTZ K A,14.0,2.0,4.0,1.0,2.0,,,,,,15.0,38
,,CS     50,1831,DEHKHODA A,19.0,5.0,2.0,1.0,3.0,1.0,1.0,,,,6.0,38
,,,1832,DEHKHODA A,19.0,4.0,2.0,,6.0,,,,,,8.0,39
,,,1833,SU J C,10.0,8.0,2.0,2.0,7.0,,,,,,7.0,36
,,,1834,HAGHOO M,7.0,2.0,4.0,,3.0,,,,,,17.0,33
,,,1836,DEHKHODA A,22.0,8.0,1.0,,2.0,,,,,,2.0,35
,,,1837,RATTANASOOK H,20.0,2.0,2.0,3.0,,,,,,,12.0,39
,,,4064,AMINI A,12.0,3.0,2.0,,3.0,,,,,,9.0,29
,,,4065,AMINI A,10.0,2.0,,,5.0,,,,,,5.0,22
,,CS     52,1839,BISHOP M S,4.0,2.0,4.0,3.0,5.0,,,,,,7.0,25
,,,1840,BISHOP M S,7.0,8.0,2.0,1.0,4.0,,,,,,16.0,38
,,,1841,BISHOP M S,9.0,3.0,3.0,2.0,5.0,,1.0,,,1.0,5.0,29
,,,1842,SMITH DA R,11.0,2.0,,,1.0,,,,,,13.0,27
,,,1843,KOENIG P,37.0,1.0,,1.0,,,,,,,5.0,44
,,CS     53A,4067,DEHKHODA A,9.0,3.0,,,,,,,,,5.0,17
,,CS     55,1844,DEHKHODA A,18.0,4.0,3.0,,3.0,,,,,,6.0,34
,,,1845,DEHKHODA A,13.0,5.0,4.0,1.0,1.0,,,,,,10.0,34
,,CS     56,1846,DEHKHODA A,19.0,8.0,3.0,,3.0,,,,,1.0,1.0,35
,,,1847,KALISCH N A,16.0,13.0,5.0,,,,,,,,2.0,36
,,CS     60,1848,SHARMA V D,10.0,3.0,2.0,1.0,6.0,2.0,1.0,,,,10.0,35
,,,1849,SHARMA V D,13.0,5.0,,1.0,5.0,,,,,,9.0,33
,,CS     70,4068,MORGAN D B,14.0,5.0,1.0,1.0,,,,,,,19.0,40
,,CS     73A,1850,DARWICHE J,30.0,2.0,1.0,,,,,,,,6.0,39
,,CS     73B,1851,CORBIN S L,11.0,,1.0,,2.0,,,,,,2.0,16
,,CS     73C,1852,SENO V T,19.0,,4.0,,7.0,,1.0,,,,5.0,36
,,CS     73L,1853,DARWICHE J,16.0,2.0,1.0,1.0,2.0,,,,,,14.0,36
,,CS     79A,1854,DABBAGH H,13.0,1.0,2.0,,4.0,1.0,,,,,6.0,27
,,,1855,KOL K T,13.0,5.0,2.0,,3.0,,,,,,5.0,28
,,CS     79B,1856,SAMPLEWALA M S,19.0,5.0,1.0,,4.0,1.0,,,,,8.0,38
,,CS     79C,1857,SENO V T,18.0,,1.0,,1.0,,,,,,1.0,21
,,CS     79D,1858,SENO V T,21.0,1.0,1.0,1.0,3.0,,,,,,4.0,31
,,CS     79E,1859,SENO V T,2.0,1.0,,1.0,3.0,1.0,1.0,,,,5.0,14
,,CS     79F,1860,SENO V T,4.0,,,,4.0,1.0,,1.0,,,1.0,11
,,CS     79Y,1861,KOL K T,9.0,1.0,1.0,,2.0,,2.0,,,,2.0,17
,,CS     79Z,1862,KOL K T,13.0,1.0,,2.0,,1.0,,,,,3.0,20
,,CS     80,1863,BOLANDHEMAT F,24.0,6.0,4.0,,3.0,,,,,,3.0,40
,,CS     81,1865,WANG AN C,14.0,6.0,,,6.0,,1.0,,,,11.0,38
,,CS     83R,1866,STAHL H A,8.0,2.0,1.0,,1.0,,,,,,4.0,16
,,CS     85,1867,SENO V T,8.0,2.0,,2.0,1.0,,,1.0,,,3.0,17
,,CS     87A,1868,KOENIG P,27.0,4.0,,1.0,,,,,,,6.0,38
,,,1869,CORBIN S L,28.0,2.0,1.0,,3.0,,,,,,1.0,35
,,,1870,WANG AN C,31.0,1.0,1.0,,4.0,,,,,,1.0,38
,,CS     87B,1871,DARWICHE J,11.0,7.0,1.0,2.0,,1.0,,,,,11.0,33
,,CS     88A,1872,STAHL H A,1.0,,,,,,,,,,,1
,OFTECH,OFTECH  1,3125,REED A M,15.0,5.0,,,2.0,,,,,,5.0,27
,,OFTECH  1A,3126,VYOR S J,8.0,1.0,1.0,1.0,1.0,,,,,,2.0,14
,,OFTECH  1B,3127,VYOR S J,3.0,2.0,,,2.0,,,,,,1.0,8
,,OFTECH  1C,3128,VYOR S J,3.0,,,,,,,,,,1.0,4
,,OFTECH  9,3129,VYOR S J,,1.0,,,,,,,,,1.0,2
,,OFTECH 20,3130,REED A M,21.0,5.0,,1.0,,,,,,,2.0,29
,,OFTECH 21,3131,REED A M,15.0,3.0,2.0,,,,,,,,1.0,21
,,OFTECH 23,3132,REED A M,17.0,1.0,3.0,,1.0,,,,,,5.0,27
,,OFTECH 24,3133,REED A M,16.0,1.0,,,,1.0,,,,,9.0,27
Dance,DANCE,DANCE   2,1877,DOUGLAS JUDITH G,10.0,10.0,3.0,3.0,4.0,,,,,,4.0,34
,,,1878,SUSILOWATI S,19.0,8.0,3.0,1.0,7.0,1.0,,,,,3.0,42
,,,1879,SUSILOWATI S,6.0,3.0,2.0,1.0,4.0,,,,,,2.0,18
,,,1881,SUSILOWATI S,13.0,8.0,4.0,,5.0,,,,,,9.0,39
,,,3647,VAN WORMER V M,14.0,3.0,6.0,3.0,3.0,1.0,,,,,6.0,36
,,DANCE   5,1882,DOUGLAS JUDITH G,2.0,6.0,1.0,2.0,,,,,,,4.0,15
,,,1884,LEE J Y,4.0,1.0,4.0,5.0,7.0,,,,,,5.0,26
,,,1885,DOUGLAS JUDITH G,5.0,8.0,6.0,1.0,7.0,1.0,2.0,,,,11.0,41
,,,3646,LEE J Y,4.0,4.0,7.0,,7.0,3.0,,,,,5.0,30
,,DANCE  10,1887,AYBAY OWENS S,4.0,2.0,,,3.0,2.0,,,,,5.0,16
,,DANCE  11,1888,MORENO M O,7.0,1.0,1.0,1.0,2.0,,,,,,4.0,16
,,,4069,JORDAN A N,2.0,1.0,,,,,,,,,2.0,5
,,DANCE  12,1889,MORENO M O,9.0,1.0,1.0,1.0,,,,,,,2.0,14
,,DANCE  14,1890,MORENO M O,8.0,,,1.0,1.0,,,,,,1.0,11
,,DANCE  15,1892,MORENO M O,1.0,,1.0,,,,,,,,,2
,,DANCE  20,3648,CANELLIAS L M,4.0,,,2.0,1.0,,,,,,2.0,9
,,DANCE  31,1898,GAYDOS S C,7.0,5.0,1.0,,,,,,,,2.0,15
,,,4070,MOLNAR CY A,3.0,2.0,,,1.0,,,,,,6.0,12
,,DANCE  33A,1900,VAN WORMER V M,5.0,2.0,1.0,,,,,,,,,8
,,DANCE  34A,1901,VAN WORMER V M,1.0,,,,,,,,,,,1
,,DANCE  41,1902,MCDONALD K E,7.0,1.0,1.0,,,,,,,,3.0,12
,,DANCE  43A,1905,MORENO M O,8.0,,,,1.0,,,,,,1.0,10
,,DANCE  44A,1906,MORENO M O,2.0,,,,,,,,,,1.0,3
,,DANCE  55A,1907,LEE J Y,8.0,3.0,,,,,,,,,,11
,,DANCE  57A,4071,RAMIREZ R V,9.0,3.0,2.0,,,,,,,,,14
,,DANCE  59A,3491,JESSWEIN J N,18.0,,,,,,,,,,,18
,,DANCE  60,1908,VAN WORMER V M,5.0,2.0,3.0,1.0,,1.0,,,,,1.0,13
,,DANCE  61,3606,VAN WORMER V M,1.0,1.0,1.0,,,,,,,,,3
,,DANCE  88B,3687,LEE J Y,1.0,,,,,,,,,,,1
Design Technology,ANIM,ANIM    1,1133,KEESHEN J F,15.0,8.0,7.0,,,,,,,,6.0,36
,,,4010,KEESHEN J F,15.0,6.0,5.0,,,,,,,,8.0,34
,,ANIM    2,1134,KEESHEN J F,12.0,2.0,2.0,1.0,,,,,,,4.0,21
,,,1135,KEESHEN J F,10.0,9.0,3.0,,,,,,,,3.0,25
,,ANIM    3,1136,FRIA C T,7.0,5.0,2.0,,6.0,,,,,,7.0,27
,,,1137,FRIA C T,4.0,5.0,2.0,1.0,5.0,1.0,,,,,8.0,26
,,ANIM    4,1138,KLAUTKY E K,9.0,2.0,1.0,2.0,8.0,,,,,,3.0,25
,,ANIM    5,1139,POIRIER N P,31.0,4.0,,,,,,2.0,,,,37
,,ANIM   18,3571,MESSER J H,8.0,1.0,1.0,1.0,5.0,,,,,,4.0,20
,,ANIM   19,1140,MESSER J H,12.0,3.0,3.0,,6.0,,,,,,3.0,27
,,ANIM   20,4011,KEESHEN J F,11.0,4.0,1.0,,,,,,,1.0,3.0,20
,,ANIM   21,1141,DAVIS J A,5.0,11.0,,,1.0,,,,,,4.0,21
,,ANIM   22,1142,DAVIS J A,11.0,9.0,,,,,,,,,2.0,22
,,ANIM   30,3677,HARLOW G,5.0,5.0,,,2.0,,,2.0,,,6.0,20
,,ANIM   31,4013,WILLIAMS V J,3.0,10.0,,,1.0,,,,,,4.0,18
,,ANIM   32,4014,PHAN H N,7.0,3.0,,,3.0,1.0,,,,,4.0,18
,,ANIM   35,1143,FRIA C T,7.0,5.0,1.0,,3.0,,,,,,3.0,19
,,ANIM   37,4015,WILLIAMS V J,11.0,1.0,1.0,,2.0,,,,,,4.0,19
,,ANIM   38,1144,FRIA C T,13.0,1.0,,,1.0,,,,,,2.0,17
,,ANIM   41,1145,BROWN S S,20.0,3.0,,,,,,,,,,23
,,ANIM   42,1146,KLAUTKY E K,10.0,3.0,1.0,,1.0,,,,,,,15
,,ANIM   75,1147,NAGEL J G,7.0,8.0,4.0,1.0,,,,,,,4.0,24
,ARC,ARC    10,1175,CORDOVA S A,9.0,3.0,4.0,,2.0,,,,,,6.0,24
,,,1176,CORDOVA S A,13.0,,,,4.0,,,,,,9.0,26
,,,3620,CASTRO L C,1.0,1.0,6.0,,8.0,,,,,,5.0,21
,,ARC    11,1178,CAMBRON J,12.0,2.0,3.0,2.0,4.0,,,,,,4.0,27
,,,1179,CAMBRON J,9.0,3.0,1.0,2.0,3.0,,,,,,7.0,25
,,,3584,CAMBRON J,4.0,2.0,1.0,2.0,4.0,,,,,,5.0,18
,,ARC    20,1181,CAMBRON J,10.0,,,,,,,2.0,,,7.0,19
,,ARC    21,1182,JACOBS R E,8.0,1.0,1.0,,8.0,,,,,,12.0,30
,,ARC    31,1183,CAMBRON J,14.0,2.0,,,4.0,,,1.0,,,4.0,25
,,ARC    51,4017,GONZALEZ ROJAS D,8.0,5.0,,1.0,2.0,,1.0,,,,4.0,21
,,ARC    70,3544,CAMBRON J,8.0,,,,3.0,,,,,,5.0,16
,DMPOST,DMPOST  1,4073,LOUIE W B,19.0,1.0,,,1.0,,,1.0,,,6.0,28
,,DMPOST  2,1910,JAVELOSA D A,11.0,3.0,1.0,1.0,,,,,,,6.0,22
,,,1911,JAVELOSA D A,11.0,6.0,3.0,3.0,2.0,,,,,,2.0,27
,,DMPOST  3,1912,LOUIE W B,16.0,1.0,3.0,,1.0,1.0,,,,,3.0,25
,,,1913,LOUIE W B,14.0,5.0,3.0,1.0,1.0,,,1.0,,,3.0,28
,,,4318,LOUIE W B,15.0,3.0,1.0,1.0,,,,2.0,,,,22
,,DMPOST  4,1914,ABODE JR P J,4.0,5.0,1.0,1.0,,1.0,,,,,4.0,16
,,DMPOST 22,4075,BEASLEY F,8.0,3.0,1.0,,2.0,,1.0,,,,7.0,22
,,DMPOST 23,1915,PLATT H H,6.0,,2.0,1.0,5.0,1.0,,,,,3.0,18
,,DMPOST 30,1916,LOUIE W B,7.0,4.0,2.0,1.0,2.0,1.0,,2.0,,,5.0,24
,,DMPOST 31,1917,UZAN D,5.0,8.0,,,2.0,,,,,,3.0,18
,ET,ET     88A,2391,FRIA C T,1.0,,,,,,,,,,,1
,,ET     88B,2392,FRIA C T,,,,,,1.0,,,,,,1
,,ET     88C,2393,FRIA C T,,,,,,1.0,,,,,,1
,GAME,GAME    1,2463,JAVELOSA D A,12.0,3.0,2.0,1.0,3.0,,,,,,5.0,26
,,GAME    2,2462,JAVELOSA D A,10.0,1.0,4.0,4.0,3.0,,,,,,1.0,23
,GR DES,GR DES 18,2493,VRUWINK N R,14.0,,4.0,,2.0,,,1.0,,,1.0,22
,,,2494,VRUWINK N R,14.0,2.0,,1.0,1.0,,,,,,7.0,25
,,,4134,MACGILLIVRAY I J,12.0,2.0,1.0,1.0,1.0,,,1.0,,,4.0,22
,,GR DES 31,2495,VRUWINK N R,13.0,4.0,1.0,,2.0,,,,,,5.0,25
,,,2496,BADUEL Z M,9.0,3.0,4.0,,5.0,,,,,,2.0,23
,,,4135,BADUEL Z M,5.0,5.0,2.0,,4.0,,,,,,3.0,19
,,GR DES 33,2498,VRUWINK N R,16.0,3.0,3.0,,3.0,,,1.0,,,2.0,28
,,,2499,VRUWINK N R,13.0,4.0,2.0,,,,,2.0,,,1.0,22
,,GR DES 34,2500,MAZZARA E,11.0,2.0,3.0,,3.0,,,,,,5.0,24
,,GR DES 35,2501,ROBINSON K C,8.0,6.0,2.0,,1.0,,,,,,5.0,22
,,,2502,ROBINSON K C,10.0,3.0,2.0,1.0,1.0,,,,,,6.0,23
,,GR DES 38,2503,BADUEL Z M,5.0,4.0,3.0,,3.0,1.0,,,,,4.0,20
,,,4136,BADUEL Z M,5.0,2.0,2.0,,1.0,,,,,,6.0,16
,,GR DES 41,2504,DONON S G,8.0,8.0,2.0,,,,,,,,5.0,23
,,,4137,DONON S G,11.0,6.0,,1.0,,,,,,,2.0,20
,,GR DES 43,4138,TANAKA BONITA R,13.0,1.0,1.0,,3.0,,,,,,5.0,23
,,GR DES 44,2505,TURNER L J,7.0,8.0,4.0,,1.0,,,,,,5.0,25
,,GR DES 50,2506,TANAKA BONITA R,22.0,3.0,,,,,,,,,2.0,27
,,GR DES 60,2508,JOHNSON L D,12.0,3.0,3.0,,1.0,,,,,,3.0,22
,,,2509,JOHNSON L D,17.0,1.0,,,1.0,,,,,,1.0,20
,,GR DES 61,2510,JOHNSON L D,15.0,1.0,,1.0,2.0,,,,,,3.0,22
,,,2511,CHAN D J,8.0,1.0,,,,,,,,,11.0,20
,,,4139,VACARRA J W,14.0,1.0,,1.0,,,,,,,2.0,18
,,GR DES 62,2512,PATEL B,6.0,2.0,,1.0,4.0,,,,,,3.0,16
,,,2513,ANVARI S S,13.0,1.0,4.0,,1.0,,,,,,,19
,,GR DES 64,2514,CHAN N R,14.0,2.0,1.0,,3.0,,,1.0,,,1.0,22
,,,2515,CHAN N R,13.0,1.0,,,4.0,,,,,,2.0,20
,,GR DES 65,2516,TORRES H,15.0,2.0,1.0,2.0,5.0,,,,,,2.0,27
,,,2517,TRIVIZA A,5.0,,2.0,,1.0,,,,,,6.0,14
,,GR DES 66,2518,BESLER I H,15.0,3.0,1.0,,4.0,,,,,,7.0,30
,,,4140,SAFIOULLINE M,2.0,2.0,1.0,,2.0,,,,,,9.0,16
,,GR DES 67,2519,SAFIOULLINE M,6.0,,2.0,,,,1.0,,,,5.0,14
,,GR DES 71,4141,KELLEY M,19.0,2.0,4.0,,2.0,,,,,,5.0,32
,,,4142,GERDS E L,5.0,5.0,4.0,,4.0,,,,,,4.0,22
,,GR DES 75,2520,BESLER I H,7.0,9.0,1.0,,4.0,,,,,,8.0,29
,,GR DES 76,2521,ANVARI S S,12.0,4.0,,1.0,4.0,,,,,,1.0,22
,IARC,IARC   15,2610,NOONAN I,8.0,2.0,1.0,3.0,6.0,,,,,,2.0,22
,,,2611,ADAIR J S,5.0,1.0,1.0,1.0,3.0,,1.0,,,,4.0,16
,,IARC   20,2612,MAGNO H R,19.0,1.0,1.0,,1.0,,,1.0,,,9.0,32
,,IARC   25,2613,GREGORY D K,11.0,8.0,4.0,1.0,3.0,,,,,,3.0,30
,,IARC   30,2614,HAO J Y,8.0,1.0,1.0,,1.0,,,,,,1.0,12
,,IARC   40,2615,RABKIN B L,9.0,,,,,,,2.0,,,,11
,,IARC   45,2616,HAO J Y,9.0,6.0,2.0,,2.0,,,,,,1.0,20
,,IARC   53,2617,DUNPHY B E,4.0,1.0,,,,1.0,,1.0,,,6.0,13
,IXD,IXD    310,5001,CHAN N R,26.0,,,,,,,,,,,26
,,IXD    350,5401,SAFIOULLINE M,21.0,2.0,3.0,,,,,,,,,26
,,IXD    370,5002,JOHNSON L D,16.0,6.0,1.0,,,,,,,1.0,,24
,,IXD    450,5003,CHAN N R,19.0,4.0,,,1.0,,,,,,,24
,,IXD    460,5402,SAFIOULLINE M,13.0,8.0,2.0,,,,,,,1.0,,24
Disabl Stu Ctr,COUNS,COUNS  21H,1787,COURTO L,,,,,,,2.0,,,,,2
,,COUNS  22H,1788,COURTO L,,,,,,,1.0,,,,,1
,,COUNS  26,1789,COURTO L,,,,,,,1.0,,,,,1
,,COUNS  41H,3513,DEUEL E M,3.0,,1.0,1.0,2.0,,,,,,1.0,8
,,COUNS  51,1795,FEINGOLD H,,,,,,9.0,,3.0,,,2.0,14
,,COUNS  52,1796,FEINGOLD H,,,,,,5.0,,2.0,,,1.0,8
,,COUNS  53,1797,TERUYA S,,,,,,3.0,1.0,,,,,4
,,COUNS  54,1798,AXELROD L,,,,,,9.0,2.0,,,,3.0,14
,,COUNS  56,1799,AXELROD L,,,,,,4.0,1.0,,,,2.0,7
,,COUNS  57,1800,TERUYA S,,,,,,2.0,4.0,,,,,6
,,COUNS  59,1801,COURTO L,,,,,,2.0,,1.0,,,2.0,5
